"countries_in_all_datasets","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"Slovenia",94.51652027807,36.2366884247851,17.3033570868204,8.37880119307993,47.1118471004422,222.192876123004,29.240360501365,16.4297466404863,11.3836358029868,10.6064899144393,17.4472522246614,3.62603601839697,1.49356060012506,1.33698514035381,0.679986024706048,1.08384771044791
"Solomon_Islands",9.16500635270386,2.619103318861,2.82978525000198,1.30411031280142,3.60416270788314,36.1030004857125,6.27715501569867,2.70231208838643,7.2159067672754,8.63893371695687,23.7223728445892,5.48855570994998,5.02198290067689,4.97925722641457,7.49548753052623,25.2333823457698
"South_Africa",12.911621959569,3.43235130318655,3.80649330639828,2.02814252456421,4.87640473815949,41.6490749501664,7.68804017126473,4.20281510462102,6.93786537386256,6.88073079420847,20.1667564471249,6.5485259614949,4.46243358190619,3.98000305313996,5.99950498774422,24.372734750741
"Spain",72.5671586160238,11.0671029369887,9.80319052554216,5.62452470652881,13.0442622480787,57.113274432635,12.8844188564331,7.01726970923888,6.89482321280546,5.5676473922771,18.0463241557043,6.67520810200373,1.43619984174033,0.976827420903363,1.82157403591373,9.29955894836903
"Sri_Lanka",61.4491091268848,22.0321364760625,10.0285791995119,4.56127277366923,24.6312536919747,113.589645582344,15.091104498038,7.83699442056928,12.6356131962397,11.3959069883997,15.7700421512214,3.27942245839257,2.63084176931455,2.25620991961546,1.13932735823946,2.32915166227383
"Suriname",33.9937379848891,10.9691857080617,8.02767398657463,3.1658635141393,13.7876265744942,82.1518169579227,12.2123073069616,6.4150972556103,10.8115963486985,9.21875819955473,16.938711335904,3.78394275980614,3.36188713264084,2.53295409234394,2.02439901232341,5.17041187356508
"Sweden",66.1650235905013,9.0832022705432,6.73719842836495,3.16903070174429,11.4053718003613,55.937674373739,10.6704581951993,5.83343640041164,7.30499130634063,6.44538203514382,18.6907577420649,6.90530629046117,1.39129639757978,1.12204657227729,1.74572192384954,8.27301403483836
"Switzerland",39.6494651689491,15.8541933032181,11.4202772537013,7.03493255206169,20.2330315882692,121.587190788942,20.9490654160267,12.7694328714125,8.96031461888746,9.29444056762527,16.7158565636681,5.73697224881307,1.35961120306098,1.27879834168458,1.01300801857431,3.02491249405889
"Syrian_Arab_Republic",37.3106671736473,9.27362236795196,5.32085748053465,2.5103477508487,9.68578347411877,41.8813616576471,7.07829123213491,3.92885923161579,11.8662372416005,11.0362557935706,19.5296083211637,5.53179478665467,5.95878776193872,5.39370613260086,4.11984076654813,11.2317032777794
"Tajikistan",27.4025556849077,4.33966545334626,3.0534559873389,1.52204481031469,6.74113665793178,29.2274597816052,5.91170204851544,3.27723419907306,8.03715455961049,6.80944493227682,20.9862646446586,6.72324965235886,9.58963497269817,7.05777583608707,10.2788206437936,59.8849245762525
"Macedonia",24.1722155139939,5.9224770016961,5.56125404995155,3.20537252942109,7.12083910391213,77.3411427047668,12.8988028469549,5.59399254275193,4.80593124540711,6.12530281129016,19.0968684420203,6.06606939801626,1.89205007515521,1.79213697738625,2.8237899931996,13.6673012842339
"Thailand",72.9776061520775,26.7916650507645,11.4514101815949,4.56885622212254,28.4158398277835,133.810381622261,17.5070394391504,6.18811920055224,10.9965610230295,10.1830475191862,12.7563718243237,2.53099375996491,2.94433875874207,2.31838460548998,1.19116692653073,2.45895438804304
"Tunisia",17.4867367059233,5.15581663290863,4.73515788253827,2.80335878466998,7.94951488370806,54.2038119398542,10.4969595336387,6.39491236940396,7.02676499061456,7.20370152819923,18.1081313174169,6.49391208044244,3.20821520889561,3.01603289071557,3.86919088717691,16.154066384009
"Turkey",37.9963881050829,7.81397292892585,6.11727261771592,2.78835050339545,8.91440767105855,48.4798122685693,9.80358403221314,5.15854140175954,7.85928025435244,8.39026536178692,20.4954391127018,5.03987994253419,2.46411017291559,2.52334926897574,2.87021267812551,9.23305102261248
"Uganda",33.5070129860995,11.4985401998754,4.79270541729496,2.27121752351705,17.3483198358486,74.8234054763954,9.06276905178503,4.85140666023493,17.1780510567587,14.6413843387406,17.290748183734,4.52060263869371,13.9946172427902,11.3880963816282,5.62452489152862,8.65769282355338
"Ukraine",58.2653623968537,22.2510377275635,9.91322717948373,5.42548536136344,30.0675675573529,159.19385224534,21.0952675097523,10.8720768651405,9.60759159878884,9.56402009149251,12.9333496461809,4.50553609312967,1.95927481255518,1.71749115384365,0.950774240417225,3.82744567640302
"United_Arab_Emirates",37.8833815223112,13.7399776613801,10.818203843829,5.19749862175453,20.1813619085731,129.066361150076,22.3713108069204,11.141632068176,6.71667109693539,6.86480914108716,12.6734841204772,3.63458117731586,21.2348217899163,18.8155162880639,16.4936892262836,51.5223804694789
"United_Kingdom",37.4622640266199,13.2337799407673,9.35866526693108,5.27807222067513,17.2304141889828,98.1983003738366,17.0186152145963,10.1131975048866,9.46784315245156,9.4416088929148,16.22285757548,5.7675253611147,1.38284918679668,1.26680284573205,1.08367881504336,3.88324564380799
"Tanzania",50.9165751859324,15.9392760541978,5.45580952488083,2.12025806552309,21.5405118457633,90.1155413720286,9.69425647980892,5.19860066694739,15.9619437449759,13.3260077004883,24.5722891263797,3.02340584897915,4.49806330105999,3.85009691300921,1.67986605714756,4.45624598839714
"USA",26.0563086618642,5.23835770352772,6.26805912663802,4.07420488246586,6.94457112566828,57.5758293376392,10.7421056832883,7.45354795037805,6.21975697634595,5.70173629714463,19.0962255525445,7.35762888992188,1.83067056509616,1.29767635399545,2.39384899620262,10.7516105330978
"Uruguay",52.2653838122967,10.145289324085,8.59858490223065,0.294149342727363,11.8555934668263,55.0060356112367,10.8200897188731,0.621212237869228,10.9244323974957,8.99133916524695,23.2473018770799,0.578394286611044,0.453533468798473,0.471762700197391,0.47618409485216,0.472155880439695
"Uzbekistan",16.5803315027225,4.84063883679892,2.99136096090327,0.51138812745407,6.7232255071414,31.8586409385775,6.01211624282798,1.58356743914832,5.80405425318175,5.72735903216889,13.8730463238656,5.40564848080366,2.07754238910582,2.79285802236538,4.823681020324,27.1488893340328
"Venezuela",27.2094415151994,6.77832139193833,4.58741188094077,2.06606077237718,8.58482363514947,45.0080353604469,8.19381912964076,3.82411444568163,7.75904779906825,7.66460486791917,18.4655380278715,5.15163329193122,3.97340028690117,3.40357866113597,4.04430636779334,18.539853157991
"Vietnam",38.7750822392726,9.24511683216528,5.74285840746408,3.51820733050713,11.9908927342313,63.1514892116,10.7298729295649,7.25708349544102,7.48445684762939,7.90161958835582,17.5261069975749,5.78875437889141,4.14543494389568,3.98799465685783,3.76439580604891,19.1699428789267
"Yemen",18.1185543640857,8.59692576049914,3.82415441841113,1.91831777255015,11.04458484396,62.6573715848464,8.57353913192176,4.16813116591795,11.5549933332903,13.7135114519932,17.1644087724897,5.32343390269883,7.32493012253636,8.24461294175318,4.15867900021326,13.5598413225708
"Zambia",35.2366762249442,10.8034430442903,4.84612586305566,1.14489219596329,15.3720217067893,58.7317107277243,8.76153560368156,1.96579725306117,17.1495265956481,14.5161725081384,21.8460667008699,2.017341452371,8.0717933944113,6.90430795326471,4.01930290714776,3.56040727230862
"Zimbabwe",27.9291342667811,7.11567582360705,4.09647638530342,2.07454293403464,10.3772635903329,43.7709905135369,7.02741708202352,4.48703479959745,12.330851882873,11.2028195758663,21.105866395095,5.31019575166003,8.94894016051721,7.64906059000449,5.91588594195351,16.0163351849196
