Location,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
79,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,1201,0,0,0,0,121,0,15,19,52,0,4,1,0,0,1740,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,8030,37,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,211,0,0,0,0,0,31,0,0,0,0,0,0,0,0,72,0,132,0,0,0,663,0,0,0,0,0,0,594,0,0,0,1117,5,0,0,0,0,0,75,0,0,0,0,19,0,9796,0,0,0,0,0,0,0,52,9,0,41120,0,0,0,15,0,0,0,0,1,0,0,159,0,0,0,0,187,201,0,0,0,0,0,0,0,98,15779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,2,0,0,0,0,0,0,231,0,0,2348,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,459,0,0,0,0,3,0,1,0,6,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,3,0,0,0,112,0,0,0,0,0,0,316,0,0,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,2624,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,6,0,0,23,0,0,0,0,23,108,0,0,0,0,0,0,0,18,109426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,49,3740,0,0,0,35,0,1,366,20,12,16528,0,0,0,0,0,0,0,0,0,6292,0,0,0,0,0,4106,0,312,0,0,33,715,138,0,0,0,0,0,0,574,0,0,0,0,250,0,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1205,0,0,0,0,0,0,0,0,32,0,0,0,288,0,0,0,0,0,27,0,2295,0,0,0,0,0,0,35,0,9,0,0,0,0,0,0,0,0,0,0,68,0,0,0,72,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1119,0,22,51,0,638,0,0,0,15,0,0,0,0,4,0,0,23,0,0,0,0,9,781,15,0,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13445,0,0,0,0,0,0,17,0,0,0,0,25097,0,0,0,0,0,0,0,0,0,12974,0,0,0,460,0,918,0,0,0,0
83,0,0,0,0,0,4,98,0,0,0,52,0,1,3243,5,2,152,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,6481,0,14,0,0,392,304,210,0,0,0,0,0,0,4061,0,0,0,0,745,7120,270,70,120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,140,0,0,0,93,0,0,0,0,0,148,0,273,0,0,0,0,0,0,48,0,45,0,0,0,50,0,0,0,0,0,0,14,0,0,0,160,1,0,0,0,0,0,9,0,0,0,0,0,0,87,0,0,0,0,0,1770,0,0,70,0,531,0,0,0,3,0,0,11166,0,22,0,0,70,0,0,0,0,21,79,320,0,106,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,23,0,0,0,0,267,0,0,0,0,0,0,0,0,0,91748,0,0,0,660,0,52,0,0,0,0
84,0,7,0,0,0,248,0,0,15,0,122,0,7,179,191,0,55,0,0,3105,7,0,1,0,0,0,0,0,0,0,0,0,1589,0,1392,0,0,1115,2648,3359,0,0,0,31714,0,0,1793,0,0,0,0,0,2230,1115,1018,213075,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,0,0,155063,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,418,0,361,0,0,0,4,0,0,297,0,27,0,0,0,38,0,0,0,0,0,0,186,0,0,0,140,1,0,0,0,0,0,11,0,0,0,0,55,0,139,0,0,0,0,0,0,0,47,182511,0,0,0,0,0,30,0,0,14542,0,204,0,0,153,0,0,0,0,148,9331,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,239,0,0,0,0,0,0,0,0,0,116902,0,0,0,621,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,143956,0,2,358,4511,254,77,0,0,0,0,0,0,0,0,228,0,0,0,0,3320,0,128139,0,58,0,0,352,78350129,21,0,0,0,0,0,0,14,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,3000,0,0,259,0,0,3,0,0,0,0,0,0,0,4276,0,0,0,0,0,0,10,0,0,0,519,58260,0,0,0,0,3414,19132,0,550190,0,82,15,0,0,160325,0,273,0,0,246,65,0,0,0,0,0,0,7013797,0,0,0,6067,571,0,0,0,0,0,641,0,0,0,0,369,0,1794,0,2410,0,0,0,0,7,21776,12,0,35127,471,0,0,10,344,0,0,0,0,379,116653,3000,0,0,0,0,977,5230,0,0,0,0,0,41,0,380,0,0,91,0,152737,0,0,0,0,0,421,0,0,0,0,0,0,618667,0,138,337827,0,0,0,86,0,0,0,0,0,0,0,0,129957,139359,0,0,0,0,0,0,0,0,0,14169
86,0,5709,0,0,0,89,0,0,660,0,30,0,510,278,1086,63,162,96,0,0,0,0,54,0,0,0,6989,151237,0,0,2193,0,11131,0,43,0,0,1331,17490,415,0,0,0,0,0,0,4135,9641,0,0,0,0,768,467,65598,0,0,0,0,0,0,0,25000,0,0,0,0,0,826,0,0,0,180914,0,43,0,0,483,0,6,0,0,0,68,0,0,0,5263,0,0,0,0,0,13793,919012,722,4821,0,2794,2547,0,0,1889,0,1166,238,0,8810,1433,0,0,0,0,0,0,1594,0,0,0,4927,2052,0,8327,0,0,0,3045,0,0,36,0,289,0,4766,0,0,0,918,0,0,0,1302,125,0,35733,0,0,0,443,0,0,0,0,173,0,0,255000,0,0,0,0,1950383,24014,41,0,0,0,0,7996,0,385,0,0,927,0,4478,0,0,0,3041,0,0,0,0,0,0,0,4800,0,15,1685,0,0,0,0,54,54734,87896,13,0,0,0,1033376,0,299636,42209,0,0,0,681,0,0,0,0,0,0
87,0,94,0,0,0,51,0,0,0,0,905,0,64,149,175,64,98,37,0,0,0,0,13,0,0,0,0,6647,0,0,274,0,6613,0,24,0,0,323,4156,95,0,0,0,0,0,0,257,281,0,0,0,0,0,110,743,12,0,0,0,0,0,0,4000,0,0,0,0,38,37,0,0,0,4476,0,0,0,0,125,0,0,0,0,0,93,0,0,0,2013,0,0,0,0,0,393,0,0,0,0,188,69,0,0,278,0,91,0,0,3604,126,0,0,0,0,0,0,159,0,0,0,1672,49,0,0,0,0,0,75,0,0,0,0,32,0,882,0,0,0,292,0,0,0,310,90,0,0,0,0,0,34,0,0,0,0,23,0,0,2000,0,0,0,0,916,1867,0,0,0,0,0,200,0,145,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,10,0,8196,2,0,0,0,512,0,70241,41155,0,0,0,0,0,0,0,0,0,0
88,0,262,0,0,0,5262,0,0,3970,0,116001,0,4236,605,718415,78568,963,221,0,0,634,0,0,0,0,2044,19456,4605,0,0,12467,0,110890,0,190,0,0,3376,436625,2038,0,0,0,0,0,0,2730,0,0,0,0,0,754,1212,88811,0,0,395,0,10560,0,0,32000,0,0,246,0,0,2712,0,0,0,0,0,0,0,0,0,0,374,797,0,0,242,231500,0,0,0,155391,0,6031,0,0,29413,135517,904,67323,0,36663,9022,0,0,73130,0,673671,1038,2652,4329,10668,404,0,0,0,0,0,82492,0,0,0,550738,16663,0,0,0,0,0,43911,0,0,4,0,881,0,6363,0,7173,0,91177,0,0,0,23860,1552,0,54835,0,0,0,54101,0,0,0,2284,300,3046,31135,15000,0,0,0,418,9364,62163,17111,0,0,0,0,57,0,601922,0,0,1241,0,848683,0,0,0,51929,0,88628,0,551,3252,0,0,14619,19976,495,17530,536964,400,0,0,2017,0,50447,8,0,0,16236,7262,0,359237,598971,0,0,0,858,0,0,0,13867,13934,3911
89,0,0,0,0,0,977,0,0,0,0,94265,0,378,55,33634,1794,80,14,0,0,101,0,36,0,0,0,0,2960,0,0,9198,0,10814,0,15,0,0,845,426251,277,0,0,0,0,0,0,766,0,0,0,0,0,0,325,33303,0,0,12,0,0,0,0,0,0,0,83,0,0,152,0,0,0,0,0,0,0,0,0,0,30,0,0,0,63,261900,0,0,19609,0,0,0,0,0,14336,7121,0,66593,0,41626,412,0,0,81001,0,65391,0,2043,978,7451,0,0,0,0,0,0,180510,0,0,0,2428605,581,0,0,0,0,0,1297,0,0,11,0,226,0,2440,0,1904,0,1120,0,0,0,7569,95,0,35747,0,0,0,1778,0,0,0,2007,74,1143,27830,1475,0,0,0,0,3288,30817,64,0,0,0,0,25,0,501758,0,0,105,0,1772487,0,0,0,3949,0,1258,0,198,0,0,0,18800,110420,14,405,247930,4212,0,0,50,0,14297,9,0,0,0,273,0,0,49348,0,0,0,0,24900,0,0,4647,0,0
90,0,161,0,0,0,18,0,0,40699,0,4625,0,308650,6,8834,231,8,210,0,0,17,0,3,0,0,1,0,15714,0,0,297,0,8201,0,1,0,0,71,68025,224,0,0,0,0,0,0,784,1799,0,0,0,0,0,13,943,0,0,0,0,0,0,0,0,0,0,0,0,0,10038,0,0,0,847,0,0,0,0,0,0,34,0,0,0,11,0,0,0,30149,0,0,840362,0,0,700,27872,0,4384,0,1298,8165,0,0,8054,0,90839,3576,0,295,92547,0,0,0,0,0,0,925,0,0,0,63165,522,0,0,0,0,0,137,0,0,0,0,56,0,1689,0,0,0,1143,0,0,0,354,74,0,20632,0,0,0,14178,0,0,0,0,6,0,3196,1766,0,0,0,0,7368,18007,48,0,0,0,0,52,0,349848,0,0,46,0,20600,0,0,0,0,0,0,0,0,0,0,0,361605,0,2462,475,0,0,0,0,4,0,1029577,2133,0,0,0,7698,0,38006,6098,0,0,0,560,0,0,0,0,0,215
91,0,19,0,0,0,3,0,0,290,0,566,0,677,1,12225,48,0,30,0,0,13,0,0,0,0,10,165,1392,0,0,0,0,775,0,0,0,0,11,10624,4,0,0,0,0,0,0,63,58,0,0,0,0,0,7,26170,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,7789,0,0,0,0,0,144,0,0,0,0,180800,67,0,0,1674,0,100872,0,0,151,72805,0,0,0,0,0,0,238,0,0,0,10032,156,0,0,0,0,0,13,0,0,1,0,13,0,1537,0,0,0,0,0,0,0,193,1,0,7947,0,0,0,388,0,0,0,0,1,0,0,780,0,0,0,0,1979,1746,0,0,0,0,0,66,0,24282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,889463,0,90,34,0,0,0,0,6,2765,213371,0,0,0,0,1596,0,0,872,0,0,0,0,0,0,0,2283,0,0
92,0,2648,0,0,0,493,1949,0,170,0,68155,0,838,1501,16704,514,5371,144,0,0,11,0,98,0,0,1803,21999,67090,0,0,11255,0,49593,0,1161,0,0,7081,35128,1734,0,0,0,3367,0,0,8586,23632,0,0,0,67,2893,2916,36744,891,0,0,0,0,0,0,36000,0,0,0,0,893,663,0,0,0,93534,0,445,0,0,2168,0,4,5,0,0,756,0,0,0,18924,0,0,0,0,0,9065,300213,3431,12513,0,3750,1142,0,0,6589,0,2935,254,0,22249,2283,2106,0,0,0,0,0,4407,0,0,0,23720,2884,0,30489,0,0,0,5002,0,0,35,0,682,0,15562,0,0,0,1736,0,0,0,21153,937,0,21494,0,0,0,2919,0,0,0,0,308,10022,5176,90000,0,0,0,0,14579,15483,0,0,0,225,0,268,0,5804,0,0,61,0,37648,0,0,0,42015,1658899,0,0,0,0,0,0,0,0,89,4271,73380,0,0,0,999,17564,108796,15,0,0,2615,5091,0,3069999,531198,3320,0,0,831,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,2242,0,0,0,1899,0,0,2250,0,15500,0,6233,725,0,3,166,491,0,0,252,0,78,0,0,0,37813,105882,0,0,6131,0,66236,0,102,0,0,24369,68349,7016,0,0,0,10419,0,0,3945,32034,0,0,0,0,1710,4262,213125,542,0,52,0,7249,0,0,10000,0,0,0,0,0,17413,0,0,0,84221,0,32,0,0,8047,0,48,4,0,0,1277,0,0,0,42720,0,0,0,0,0,0,51932,1135,13173,0,228601,5123,0,0,7587,0,0,982,4090,4228,0,0,0,0,0,0,0,10102,0,0,0,23,1588,0,0,0,0,0,566,0,0,149,0,642,0,19186,0,0,0,5926,0,0,0,5926,1064,0,31683,0,0,0,0,0,0,6476,100,523,12569,3893,65000,0,0,0,0,95758,70289,556,0,0,0,0,780,0,0,0,0,1397,0,11814,0,0,0,18291,0,0,0,0,705,0,0,0,0,102,3980,108275,0,0,0,141,0,538886,27,0,0,0,90353,0,160212,332257,3438,0,0,1902,0,0,0,0,0,2960
95,0,98573,15477,0,0,3324,7212,0,7580,3885,58730,0,3762,10866,25545,2218,4004,2672,0,2371,3066,1544,751,10915,0,4454,265724,104931,0,0,19516,16566,96050,0,879,788,0,29683,194362,24320,0,0,1102,18994,0,0,126042,16859,0,0,0,104,127383,13799,1073159,3054,0,2108,0,11235,0,2879,102000,8233000,0,13802,0,941,3920,0,0,0,1099983,0,612,0,0,14746,0,382,1871,0,0,15285,75300,357000,10842,85766,40006,0,0,232000,0,120901,0,14563,56243,0,41832,10237,0,10,21156,0,8806,1112,6467,55357,23085,371,0,30966,0,0,0,12535,0,15000,0,38945,103673,0,144456,0,1998,0,66432,167415,0,440,0,2454,17,163315,0,3030,11836,7914,0,1446,750,8151,4355,775,137473,0,60000,0,4678,344,0,19784,331,3055,39825,15136,275000,0,0,0,935,433167,224849,3127,0,1132,1650,0,1454094,0,48909,11482,0,23818,0,50071,0,0,0,55545,3354251,9137,0,0,3595,0,0,24871,12752,301,45950,159513,204,0,0,920,444541,437005,600,0,0,5063,70625,0,1639316,779463,17267,0,0,52131,21100,3938,0,2937,5190,7655
96,0,0,0,0,0,7,5832,0,0,0,359,0,3,6966,54,0,10991,0,0,584,165,0,0,0,0,0,0,0,0,0,0,0,25413,0,10470,0,0,243,3258,451,0,0,0,616,0,0,2721,0,0,0,0,550,1292,118,394,198,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1724,0,0,0,0,4,0,0,451,151,0,0,0,463,0,0,0,0,0,284,0,0,0,0,0,4,0,0,286,0,41,0,0,0,53,0,0,0,0,0,0,165,0,0,0,220,6,0,0,0,0,0,46,0,0,0,0,7,0,421,0,0,0,0,0,9591,0,170,104,0,9607,0,0,0,10,0,0,13682,0,27,0,0,241,0,0,0,0,48,1056,34,0,2682,0,0,0,0,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,8658,0,0,0,0,0,0,0,0,0,204982,0,0,0,303,0,1611,0,0,0,0
97,0,1067,4208,0,0,580,0,0,11110,157,457257,0,1434,1424,17979,5851,208,393,0,0,196,386,2749,8631,0,6399,81270,9830,0,0,163806,0,276091,0,24,108,0,15553,3446117,5302,0,0,0,5368,0,0,5550,354,0,0,0,94,2281,5533,108225,1882,0,773,0,2012,0,21918,105000,674000,0,18769,0,0,1209,0,0,0,10926,0,77,0,850034,6521,0,94,95,0,0,2319,816800,0,6732,145352,559888,0,0,14000,0,14506,283819,2846,0,0,13233,5013,0,190,2378102,0,6215,1946,31569,6347,1934,0,0,1434,0,0,0,367146,0,7500,0,433462,38193,0,0,1501,0,0,1751,69716,2949,119,0,14939,5,15607,0,10881,0,23383,0,0,20062,102482,1527,1900,26087,213299,29000,0,8294,30018,0,6475,3865,3816,46059,359306,42000,0,0,0,0,13095,86237,1046,0,152,0,730,3170,0,14590,0,0,392,0,608111,0,0,0,31855,237493,10578,0,99,0,0,0,8325,1086691,716,3890,1153868,967,0,522,446,11206,140211,537,0,412,1949,6437,0,238910,3249578,2663,0,589,4378,393100,0,0,1874,4241,14803
98,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,88,0,0,0,116,0,0,0,0,1285,0,576,27,125991,348,59,25,0,0,5,0,2,0,0,0,0,2038,0,0,0,0,3887,0,2,0,0,107,21018,57,0,0,0,0,0,0,202,3071,0,0,0,0,0,83,173913,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,4,0,0,0,0,6,0,0,0,21,0,0,0,4154,0,0,0,0,0,15646,16647,0,0,0,0,511,0,0,2509,0,85356,0,0,158,180887,0,0,0,0,0,0,372,0,0,0,7087,551,0,0,0,0,0,138,0,0,1,0,13,0,4614,0,0,0,0,0,0,0,80,14,0,4045,0,0,0,1817,0,0,0,0,3,0,538,867,0,0,0,0,2396,2784,83,0,0,0,0,21,0,501269,0,0,32,0,1170,0,0,0,0,0,0,0,0,0,0,0,1044564,0,0,215,0,0,0,0,5,2753,73254,0,0,0,0,3613,0,0,15712,0,0,0,511,0,0,0,6604,0,0
100,0,0,0,0,0,118,0,0,0,0,680,0,15335,26,463,17,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1938,0,0,0,0,68,300732,103,0,0,0,0,0,0,0,0,0,0,0,0,0,48,21867,0,0,0,0,0,0,0,0,0,0,0,0,0,4523,0,0,0,0,0,16,0,0,3,0,12,0,0,0,0,0,0,0,7534,5348,0,0,0,0,6151,0,0,0,0,0,0,0,0,5831,0,313,1078945,0,30712,289,0,0,0,0,0,0,512,0,0,0,5337,1656,0,0,0,0,0,311,0,0,23,0,5473,0,175,0,0,0,110,0,0,0,189,1,0,0,0,0,0,625,0,0,0,0,5,0,0,35000,0,0,0,0,1053,2732118,93,0,0,0,0,50,0,394,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,3839,0,4394,41,0,0,0,0,17,0,216522,33,0,0,0,48565,0,0,9152,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,249,0,0,0,0,2504,0,34,25,2013,82,71,0,0,0,332,0,1,0,0,2364,0,0,0,0,0,0,3494,0,16,0,0,74,11656,93,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7080,0,0,312,0,10417,0,0,0,0,0,0,0,0,23,0,0,0,0,0,30,0,0,0,0,24,10,0,0,11,0,0,0,14941,0,0,0,0,0,1539,0,0,0,0,465,34,0,0,686,0,875,0,0,0,320,253,0,0,0,0,0,232,0,318,0,3485,114,0,0,0,0,0,1997,0,0,0,0,21,0,714,0,0,0,204,0,0,0,330,22,0,40262,0,0,0,1565,0,0,0,0,4,0,0,472,0,0,0,0,98,968,25870,0,0,0,0,0,0,4896,0,0,940,0,0,0,0,0,26939,0,0,0,0,2111,0,0,0,0,0,184269,0,0,0,0,63,0,0,0,0,0,249786,212,0,0,17296,0,0,0,0,0,0,0,996,12331,21459
102,0,0,0,0,0,0,0,0,0,0,1301,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2170,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,0,73,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0
103,0,3638,0,0,0,1953,0,0,350,0,218311,0,2446,323,13840,6020,14,76,0,0,0,0,97,0,0,0,42365,8445,0,0,266525,0,183895,0,28,0,0,8066,3960392,3415,0,0,0,2697,0,0,4452,136,0,0,0,0,1014,663,57857,771,0,81,0,1183,0,7421,22000,0,0,650,0,0,536,0,0,0,4391,0,0,0,110590,10373,0,7,1289,0,0,919,637800,0,0,79802,331409,0,0,0,0,30712,51645,211,2382397,0,13221,16078,0,0,0,0,8795,4526,18065,1561,2987,0,0,0,0,0,0,279883,0,0,0,267461,20934,0,0,88,0,0,1253,35696,0,42,0,43396,0,11972,0,12369,0,18883,0,0,1245,79061,1827,0,2859,111116,0,0,4495,14186,0,0,789,3321,9840,611629,63000,0,0,0,0,11129,101304,421,0,0,0,0,369,0,20400,0,0,91,0,435732,0,0,0,20285,0,4102,0,43,800,0,0,0,252266,0,2389,889210,863,0,0,156,0,116462,116,0,0,0,5985,0,128346,759394,0,0,0,720,449000,0,0,1053,0,8209
104,0,0,0,0,0,476,0,0,0,0,10,0,5,1,31,0,0,1,0,0,199,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,716,101824,2,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,308,0,0,0,1347,0,0,0,22,0,0,0,0,0,47,0,0,0,0,58,114,0,0,0,0,831,0,0,0,38,0,0,0,0,0,0,1161,0,0,0,3091,0,0,0,0,0,0,0,0,0,17,0,402,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,494,0,0,0,0,174,20739,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,434,425,0,0,0,0,205,0,0,0,0,0,0,577,0,0,17,0,0,0,293,0,0,0,0,0,0
105,0,75,0,0,0,2,0,0,20,0,3053,0,158,55,309324,217,9,12,0,0,1,0,5,0,0,0,0,1352,0,0,472,0,3268,0,3,0,0,6,6215,12,0,0,0,0,0,0,20,4049,0,0,0,0,0,6,133758,0,0,0,0,1101,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5302,2160,0,192,0,0,3,9278,0,0,0,88146,78,0,0,702,0,0,0,0,0,68936,0,0,0,0,0,0,660,0,0,0,18853,1340,0,0,0,0,0,239,0,0,2,0,203,0,7562,0,0,0,0,0,0,0,418,4,0,1538,0,0,0,459,0,0,0,0,3,0,3952,535,0,0,0,0,468,336,7,0,0,0,0,0,0,2589988,0,0,149,0,3618,0,0,0,0,0,0,0,0,0,0,0,126977,0,0,57,32130,0,0,0,13,1859,20833,0,0,0,0,517,0,0,28258,0,0,0,0,0,0,0,1249,0,0
106,0,0,0,0,0,28,0,0,0,0,87,0,1850,1,107,19,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,4,43493,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1036,1749,0,0,0,0,466,0,0,0,0,0,1045781,0,0,2632,0,257,0,0,1353,79,0,0,0,0,0,0,168,0,0,0,925,47,0,0,0,0,0,4,0,0,9,0,342,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,148,0,0,0,0,0,0,0,5667,0,0,0,0,208,552715,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256,0,33328,0,0,0,0,0,1,0,48388,0,0,0,0,9859,0,0,1258,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,1907,0,3,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60933,0,223,0,0,0,0,260,8754,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,786,0,0,0,0,39,0,0,2160,0,0,17,0,0,930,0,4,0,0,0,0,0,0,0,0,0,0,685,0,0,0,26564,13,0,0,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,173,1,0,0,0,0,0,28,0,0,0,0,0,0,814,42,0,0,0,0,5,146,0,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621564,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,0,30900,0,0,0,0,0
