Location,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
196,0,0,0,0,0,436,7019,0,0,1175,322,0,168,1752,1874,0,28451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24883,0,876,0,0,209,2330,826,0,0,0,772,0,0,724,0,0,0,0,1325,1467,182,584,222,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,15548,0,0,0,0,0,0,0,0,45,0,0,0,1412,0,0,0,0,0,525,0,10621,0,0,0,33,0,0,252,0,81,0,0,0,113,0,0,0,0,0,0,159,0,0,0,1278,24,0,0,0,0,0,31,0,0,0,0,3,0,52,0,0,0,0,0,6499,0,172,67,0,10560,0,0,0,98,0,0,0,0,11,0,0,119,0,0,0,0,0,160,0,0,8827,8335,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,2374,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147613,0,0,0,14870,0,1604,0,0,0,0
197,0,43,148157,0,0,227,0,0,0,0,84,0,82,12,5217,32,8,4,0,0,1342,0,0,0,0,0,0,496,0,0,0,0,3646,0,5,0,0,40,8674,29,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34905,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,86,2,0,0,1,0,0,0,1120,0,0,0,0,0,1214,25934,0,0,0,5173,56,0,0,611,0,5595,0,0,723,3891,0,0,0,0,0,0,246,0,0,0,3787,255,0,0,0,0,0,409,0,0,0,0,4,0,32068,0,0,0,43,0,0,0,46,6,0,53948,0,0,0,168,0,0,0,0,2,0,0,2098,0,0,0,0,4137,1923,221,0,0,0,0,12,0,92584,1695,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,18765,0,0,112,0,0,0,0,12,0,42380,0,0,0,0,1523,0,0,4448,0,0,0,0,0,0,0,440,0,0
198,0,32575,11323,0,0,115,0,0,1900,0,4864,0,157827,344,17520,1044,97,6087,0,0,9,0,91,0,0,0,0,1116680,0,0,1964,0,8961,0,41,0,0,1949,60360,546,0,0,0,0,0,0,5899,135,0,0,0,0,0,302,52154,0,0,0,0,1506,0,0,6000,0,0,0,0,0,351410,0,0,0,207609,0,22,0,0,351,0,117,0,0,0,60,0,0,0,10934,0,0,27,0,0,16266,138457,307,9730,0,32196,81236,0,0,12574,0,12166,15611,0,5366,9329,0,0,0,0,0,0,2999,0,0,0,8152,3235,0,0,0,0,0,657,0,0,461,0,578,0,16117,0,0,0,938,0,0,0,969,158,0,14506,0,0,0,5041,0,0,0,0,73,942,0,55000,0,0,0,0,302524,239095,78,0,0,0,0,817,0,248500,0,0,274,0,16734,0,0,0,8945,0,0,0,0,0,0,0,562832,0,2022,786,0,0,0,0,99,13874,0,168,0,0,0,79438,0,130246,107572,0,0,0,321,0,0,0,4160,0,0
199,0,0,0,0,0,3,0,0,0,0,13,0,5155,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,35,9160,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1316,1616,0,0,0,0,122,0,0,0,0,0,18743,0,0,262,0,18,3789,0,0,46,0,0,0,0,0,0,155,0,0,0,436,17,0,0,0,0,0,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,216,0,0,0,0,148,33947,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,0,1288,0,0,0,0,0,1,0,87387,0,0,0,0,6039,0,0,306,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,78,0,0,0,43,0,20,3031,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,469,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,19334,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,204,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,57,0,0,0,0,442,0,27,11,126,20,23,1,0,0,66,0,1,0,0,916,0,0,0,0,0,0,1209,0,1,0,0,0,6464,45,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1822,0,0,29,0,4527,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,0,0,0,0,0,9,0,0,0,0,0,0,2285,0,0,0,0,0,736,0,0,0,0,0,61,0,0,244,0,189,0,0,0,95,1294,0,0,0,0,0,125,0,0,0,2076,16,0,0,0,0,0,238,0,0,0,0,18,0,413,0,0,0,0,0,0,0,137,8,0,3712,0,0,0,104,0,0,0,0,0,0,0,111,0,0,0,0,12,435,113267,0,0,0,0,0,0,86,0,0,136,0,0,0,0,0,12900,0,0,0,0,0,0,0,0,0,0,31682,0,0,0,0,53,0,0,0,0,0,0,831,0,0,5891,0,0,0,0,0,0,0,0,0,4387
203,0,2027,0,0,0,1500,0,0,0,0,2739,0,28420,142,1274,235,221,1898,0,0,0,0,44,0,0,0,0,150818,0,0,1669,0,10599,0,25,0,0,1101,105556,345,0,0,0,0,0,0,8637,8847,0,0,0,0,2245,977,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,32988,0,0,0,0,0,2,0,0,178,0,128,59,0,0,104,0,205000,0,12344,0,0,10,0,0,64298,0,432,4313,0,7878,51007,0,0,27326,0,1371,3026,0,40196,5546,0,0,0,0,0,0,0,0,0,0,3772,5399,0,0,0,0,0,1615,0,0,1542,0,960,0,5186,0,0,0,813,0,0,0,1859,175,0,0,0,0,0,987,0,0,0,0,49,1744,0,3320000,0,0,0,0,729758,6415361,876,0,0,0,0,2516,0,497,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,4701,0,477,380,0,0,0,0,49,0,716501,8,0,0,0,0,0,0,43348,0,0,0,253,0,0,0,0,0,0
204,0,0,0,0,0,12,0,0,390,0,41132,0,346,207,61630,260,139,131,0,0,0,0,7,0,0,0,0,228,0,0,0,0,23837,0,6,0,0,33,4936,16,0,0,0,0,0,0,0,12853,0,0,0,0,0,2,53552,0,0,0,0,6650,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,63502,2960,0,0,0,0,41,71516,0,0,0,29745,984,0,0,1010,0,36355,0,0,255,24673,0,0,0,0,0,0,0,0,0,0,34994,1394,0,0,0,0,0,4109,0,0,2,0,10,0,12384,0,0,0,231,0,0,0,5960,0,0,0,0,0,0,4621,0,0,0,0,6,0,10931,225,0,0,0,0,444,1001,1443,0,0,0,0,0,0,1613574,0,0,3553,0,12254,0,0,0,2454,0,0,0,0,0,0,0,45187,0,23,1433,95490,0,0,0,171,1966,19449,1,0,0,0,306,0,231735,48564,0,0,0,0,0,0,0,20942,0,197
205,0,60043,8703,0,0,20425,89514,0,9450,8971,0,0,29362,34567,263684,51314,219095,7674,0,10100,0,29255,2758,19994,0,24695,181179,370908,0,0,98093,16046,854404,0,14277,212,0,61666,551523,0,213,0,0,40250,0,0,193932,1242655,0,0,0,7211,212954,25223,1201859,2176,0,680,0,18283,0,33935,316000,0,0,4977,0,62108,8951,0,0,0,2278014,0,0,0,0,22231,0,0,59,0,0,8629,467200,304000,70493,776530,0,0,0,4170000,0,0,3761619,188436,206564,0,61324,19421,0,129,87014,0,65540,3261,36038,93182,38085,2245,0,13533,0,0,0,0,0,15000,0,370591,116821,0,454356,28,0,0,0,311113,0,430,0,6781,2152,274762,27900,5397,28111,33658,0,5053,1960,283428,0,0,80904,0,341000,0,285720,335,0,12682,3800,2075,66455,87422,555000,0,0,0,1829,128150,274135,10238,9970,83693,15442,1707,6639,138,284685,0,0,13755,0,603743,0,0,0,485166,15775244,80214,0,508,21581,0,0,0,48391,335,58245,826523,722,0,947,42924,254922,2009047,327,0,44,51812,68709,0,0,0,14397,0,0,27180,107100,19931,0,9128,46516,22778
206,0,50354,4127,0,0,14319,84032,0,62250,538373,0,0,13314,1177271,187238,34638,131984,1168,0,147654,1448,189388,6941,9145,0,32286,625506,71495,0,0,145079,24040,12503880,0,240462,775,0,216280,1786448,0,0,0,0,807162,0,0,41904,21117,0,0,0,20518,1107898,244406,319112,361858,0,499,0,49678,0,63667,114000,3328000,0,54995,0,1394,15652,0,0,0,612825,0,0,0,53075,386921,0,0,265,66350,165608,278432,837600,390000,40521,804933,0,0,0,849000,0,0,2269448,1150942,768345,0,161878,22156,0,887,610083,0,177906,7983,54717,31551,83843,1311,0,0,0,0,0,0,0,0,0,223249,8853,0,18021,1563,7048,0,0,17981814,8732,239,0,12474,1922,110778,21682,13195,20856,30076,0,82916,941,212410,0,2348,75742,31066,136000,0,114094,5235,0,272386,6109,13241,420608,578246,270000,0,2894800,0,484,137310,305054,21251,76455,108596,24042,8465,10750,158,243114,17783,0,3116,0,423171,0,0,0,287438,1124493,13458,0,4973,14421,0,0,0,387197,1070,66953,669097,1295,0,5825,189553,19166,411583,566,0,67,42418,128122,0,2949808,0,68369,0,0,86982,414800,239382,0,12871,33870,32274
207,0,16,0,0,0,142,0,446760,2140,0,0,0,95,194,48,7,43,0,0,0,5,0,0,5082,0,0,199403,0,0,0,167,0,1963,0,6,0,0,27296,2616,0,0,0,0,2997,0,0,3967,0,0,0,0,0,2567,2758,1228,838,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,917,0,0,0,0,0,0,0,148,0,0,0,32,0,0,188,0,12,0,0,0,92,0,0,0,0,0,0,0,0,0,0,355,12,0,0,0,0,0,0,0,0,0,0,8,0,1081,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,20,0,0,2991,0,9327,7962,0,657,0,0,0,0,198,2527,1949,0,0,0,0,0,0,13,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,104,0,0,18,0,0,0,0,0,0,0,0,0,0,4512,0,0,0,0,0,0
208,0,0,0,0,0,56,0,0,0,0,23,0,8107,0,755,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,219,0,0,0,0,10,57974,110,0,0,0,0,0,0,40,0,0,0,0,0,0,6,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,0,0,0,0,0,29,0,0,6,0,1,0,0,0,0,0,0,0,2756,9513,0,0,0,0,3,0,0,0,0,0,1495249,0,0,23754,0,592,758423,0,9419,292,0,0,0,0,0,0,911,0,0,0,7336,172,0,0,0,0,0,23,0,0,5,0,153,0,396,0,0,0,0,0,0,0,74,1,0,0,0,0,0,510,0,0,0,0,3,0,0,3192,0,0,0,0,291,1556237,0,0,0,0,0,50,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6829,0,240237,12,0,0,0,0,18,0,66221,7,0,0,0,76874,0,0,33,0,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,8347,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,81,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,4301,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0
210,0,37,0,0,0,708,361,0,380,112986,0,0,150,1826,3763,14,1810,26,0,0,31,0,10,5605,0,0,62622,502,0,0,0,0,18519,0,172,0,0,21589,22414,0,0,0,0,20506,0,0,31931,0,0,0,0,1212,42384,26771,3930,2497,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6681,0,0,4,0,0,1299,0,0,0,1879,0,0,0,0,0,0,52941,852,2366,0,883,197,0,0,1606,0,769,0,0,888,8898,0,0,0,0,0,0,0,0,0,0,4357,112,0,0,0,2612,0,0,82453,0,0,0,29,0,1714,0,0,0,83,0,151076,0,286,0,0,950,0,0,0,39,0,0,34403,0,1226,33871,360,1597,0,0,0,0,733,2729,20,0,0,0,0,128,0,922,0,0,0,0,2266,0,0,0,1769,113819,0,0,326,0,0,0,0,0,0,119,0,0,0,0,12252,0,5585,0,0,0,0,220,0,8009,0,10155,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,2657,0,0,0,0,33180,0,53,10,277,122,4,17,0,0,21,0,7,0,0,0,0,2733,0,0,209516,0,5455,0,3,0,0,74,743521,6,0,0,0,0,0,0,832,0,0,0,0,0,0,166,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,61,0,0,64,0,0,0,0,0,0,0,4877,19710,0,0,0,0,657,0,0,34794,0,413,107,0,0,76402,0,1147,0,351384,255,203,0,0,0,0,0,0,52029,0,0,0,122933,90,0,0,0,0,0,497,0,0,0,0,665,0,1561,0,1084,0,735,0,0,0,2034,17,0,0,0,0,0,179,0,0,0,0,10,0,13675,10885,0,0,0,0,1572,59596,16,0,0,0,0,14,0,44548,0,0,0,0,222766,0,0,0,0,0,0,0,0,0,0,0,0,0,34,149,338303,0,0,0,7,0,0,0,0,0,0,4756,0,0,43733,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,1827,0,0,0,7,0,0,155,0,0,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,126,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,22195,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,3446,0,0,0,0,0,0,32,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17200,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,7,0,0,0,0,30,0,94,2,54179,266,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,1,0,0,5,17666,5,0,0,0,0,0,0,58,0,0,0,0,0,0,78,86166,0,0,161,0,5641,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11583,0,0,0,0,0,0,0,0,0,0,31579,6,0,0,471,0,9509,0,0,0,3671,0,0,0,0,0,0,0,0,0,0,11286,48,0,0,0,0,0,0,0,0,0,0,16,0,1481,0,0,0,0,0,0,0,22,0,0,1538,0,0,0,688,0,0,0,0,0,0,0,149,0,0,0,0,116,925,0,0,0,0,0,0,0,197652,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,1,1070,4914,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,218,0,0,0,0,250802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,76408,0,9,0,0,0,0,0,0,0,0,0,0,0,0,104,8434,0,50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192041,0,0,0,0,5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2489,0,0,0,0,0,0,0,0,0,346344
216,0,0,0,0,0,573,0,0,28,0,3250,0,8,15,338,25,13,0,0,0,67,0,0,0,0,948161,0,0,0,0,0,0,706,0,13,0,0,31,6017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1401,0,0,50,0,3211,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,40,0,0,5,0,0,0,711,0,0,0,0,0,351,0,0,0,0,0,34,0,0,183,0,147,0,0,0,128,4149,0,0,0,0,0,78,0,0,143363,2264,39,0,0,0,0,0,1809,0,0,0,0,3,0,148,238825,0,29281,0,0,0,0,429,13,0,21977,0,0,0,191,0,0,0,0,1,0,0,231,0,0,0,0,35,290,748,0,0,0,0,0,0,45,0,0,105,0,0,0,0,0,1226993,0,0,0,0,14562,0,0,0,0,0,7781,0,0,0,0,6,0,0,0,0,0,0,229,0,20474,4260,0,0,0,0,0,0,0,0,226428,0
